symbol,Returns,variance,VaR_95,max_drawdown,Sharpe,Close,Log_Variances,Volatility,Cluster_labels
AES,0.5590220589533366,0.22052583293520214,0.03316006600368109,0.2326693281803602,1.1478279693499334,14.484999656677246,0.19928177648940112,0.469601781230866,4
AFL,0.12397212280603488,0.03061298097743029,0.01607545269860981,0.09628355227104682,0.5942430351584715,114.44000244140625,0.03015375238615692,0.1749656565655966,3
AIG,0.03924805968047691,0.05369941686153684,0.023603749872196905,0.1697655697244989,0.08306195940762513,78.58999633789062,0.052307226203372845,0.23173134630760864,3
AIZ,0.259485175668702,0.061805093601689544,0.02299483867622198,0.1257213395870788,0.9633109592955643,227.13999938964844,0.05997037829445631,0.24860630241747603,0
AJG,-0.31537043979502155,0.07490749108835604,0.027558269362951,0.40881423941997147,-1.2253556419296388,222.72000122070312,0.07223460307516998,0.27369232924646614,0
AKAM,0.40767352249152283,0.19669233971437078,0.029912068425870568,0.25438526898721886,0.8741227374963129,97.59500122070312,0.17956136740225817,0.44350010114358573,4
ALB,1.531041550985918,0.3717060433268467,0.06013953168774633,0.20052255631485255,2.478429648851557,197.4199981689453,0.316055252213046,0.6096769991781277,5
ALGN,0.2702403726670032,0.27417950284786946,0.0342662433597423,0.3972682282836776,0.4779031420185561,192.30999755859375,0.24230244427975642,0.5236215263411823,4
ALL,0.19084700891280523,0.05359311251498954,0.02178853758107647,0.11483814633843094,0.7379940998765359,215.74989318847656,0.05220633432893629,0.23150186287585148,3
ALLE,0.20656258183860957,0.06489815851047712,0.021223003574701194,0.22162951812387138,0.7323325815964379,145.4600067138672,0.06287916877719042,0.2547511697921662,0
ALNY,0.3675177237175577,0.14838952185277735,0.032840326452601494,0.3757175951711124,0.9021429117947384,311.7099914550781,0.13836054509634194,0.3852136054876273,2
AMAT,1.1851356927967918,0.2009705454139105,0.04129493449691236,0.21371957008629455,2.5990240669153177,393.04998779296875,0.183130017746237,0.4482973850179259,4
